"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2016005054","02","8","4900 CURRY RD","","PITTSBURGH","PA","15236","BALDWIN WHITEHALL SCHOOL DISTRIC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","99999999","11"
"2016070147","03","99","612 JAMES ST","","ANTHONY","TX","79821","T&H TRUCKING","9154870567","080000","","","","","N","","","","","","N","","A-0655244","","","","","","2","01801906","08"
"2016078431","03","4","247 MAIN ST","","BELLE VERNON","PA","15012","CIFERNO CEMENT CONTRACTING","7244159616","073280","","","","","N","","","","","","N","","A-8915667","","","","","","2","02196941","04"
"2016021079","02","1","9 CRESCENT ST","","ETNA","PA","15223","AKS TRANSPORTATION","7247811184","","","","","","N","","","","","","N","","","","","","","","1","00531808","02"
"2016076580","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","3","","11"
"2016131648","02","1","498 COMMERCIAL DRIVE","","FAIRFIELD","OH","45014","RELAY EXPRESS","4129019346","","","","","","N","","","","","","N","","","","","","","","2","00016130","03"
"2016061193","04","8","4 RIVER ROAD","","MCKEES ROCKS","PA","15136","DURHAM SCHOOL SERVICES","4123315009","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2016063560","03","1","5951 NW 151ST STE 209","","MIAMI LAKES","FL","33014","SANDINO TRUCK SERVICE","7863783114","080000","","","","","N","","","","","","U","","","","","","","","2","00015500","08"
"2016102929","05","3","412 SOUTH 4TH STREET","","YOUNGWOOD","PA","15697","B&R TRANSPORT LLC","7249253955","080000","","","","","N","","","","","","N","","","","","","","","1","01675322","08"
"2016083871","02","99","51 QSI LN BUILDING 5, PO BOX","BAIRDFORD","BAIRDFORD","PA","15006","WIRELESS SERVICES","7244440050","017500","","","","","N","","","","","","N","","","","","","","","1","01460640","09"
"2016081998","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15223","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2016017140","02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICE","8007425877","014360","","","","","N","","","","","","N","","","","","","","","1","00021800","03"
"2016042970","02","1","2400 BROWNSVILLE RD","","PITTSBURGH","PA","15210","JOHN VARNEY TIRE & AUTO CENTER","4128828808","","","","","","N","","","","","","N","","","","","","","","2","02263002","03"
"2016070016","02","1","7176 OHIO RT 68","","RAVENNA","OH","44266","SIRNA & SONS PRODUCE","3302982222","026000","","","","","N","","","","","","N","","","","","","","","2","00999999","03"
"2016110415","05","1","2639 N PHELPS AVENUE","","ARLINGTON HEIGHTS","IL","60004","MAX SPEED TRUCKING","7735013263","080000","","","","","N","","","","","","N","","","","","","","","2","02583989","08"
"2016100073","03","0","9260 ERIE AVE. S","","NAVARRE","OH","44662","ROBERT G. OWEN TRUCKING INC.","3307561013","016200","","","","","N","","","","","","N","","","","","","","","2","00071803","08"
"2016046703","02","1","219 WELSH POOL RD","","EXTON","PA","19341","FREEDOM MEDICAL INC","7243252370","014500","","","","","N","","","","","","N","","","","","","","","2","00901515","09"
"2016087587","02","8","247 SCHENLY MANOR DRIVE","","PITTSBURGH","PA","15201","RICKETTS TRANSPORTATION","4129152804","","","","","","N","","","","","","N","","","","","","","","1","00009999","11"
"2016133128","02","8","714 EKASTOWN ROAD","","SARVER","PA","16055","ABC TRANSIT INC","4128538716","033000","","","","","N","","","","","","N","","","","","","","","2","00000000","11"
"2016079095","04","4","2930 DUSS AVENUE","","AMBRIDGE","PA","15003","HG VENTURES INC DBA DIAMOND HEAD","9999999999","073280","","","","","N","","","","","","N","","","","","","","","2","02127975","04"
"2016034846","02","3","2004 MCKEES ROCKS RD","","MCKEES ROCKS","PA","15136","PAC VAN INC","8005461050","054000","","","","","N","","","","","","Y","","","","","","","","1","00573205","98"
"2016034846","04","4","114 ALYSON DR","","MCMURRAY","PA","15317","CASILLI CORP","7249425578","073280","","","","","N","","","","","","N","","A-8915731","","","","","","2","02407531","04"
"2016054817","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY- ALLEGHENY CO.","4125665214","026000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2016073765","05","3","632 HUNT VALLEY CIRCLE","","NEW KENSINGTON","PA","15068","SWANK CONSTRUCTION LLC","7243356000","073280","","","","","N","","","","","","N","","","","","","","","3","02145870","08"
"2016132695","02","0","6040 BAUMGARTNER","","MEHLVILLE","MO","63129","EJA TRUCKING","8002288040","","","","","","N","","","","","","N","","","","","","","","1","00791960","06"
"2016073173","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2016059032","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4122551385","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2016033340","03","7","73A W NOBLESTOWN RD","","CARNEGIE","PA","15106","REPUBLIC SERVICES","4124292600","073280","","","","","N","","","","","","N","","","","","","","","1","00962087","04"
"2016075506","05","1","1819 WOODCREST ROAD","","COLUMBUS","OH","43232","MINKS EXPRESS INC","4802740314","080000","","","","","N","","","","","","Y","","","","","","","","1","02511470","08"
"2016042025","04","2","UNKNOWN","","UNKNOWN","ZZ","UNKNO","UNKNOWN","9999999999","UNKNOW","","","","","","","","","","","","","","","","","","","1","0UNKNOWN","06"
"2016029967","02","1","2501 ONEIL BLVD","","WHITE OAK","PA","15131","ONEIL AUTOMOTIVE","4126641500","010000","","","","","","","","","","","N","","","","","","","","1","02839352","03"
"2016112048","03","99","2216 MONTEREY RD","","PARKER","PA","16049","THOMAS E KESTEN MASONRY CONTRACT","4122924660","","","","","","N","","","","","","","","","","","","","","2","02273677","05"
"2016019238","02","4","710 WASHINGTON ROAD","","PITTSBURGH","PA","15228","MT. LEBANON MUNICIPALITY","4123433400","001800","","","","","N","","","","","","U","","A-0000000","","","","","","1","99999999","09"
"2016123320","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUHTORITY OF ALLEGHENY CO.","4124422000","","","","","","","","","","","","N","","A-00976060","","","","","","1","","11"
"2016001352","99","99","640 CALIFORNIA AVENUE","","AVALON","PA","15202","AVALON BOROUGH","4127615820","019500","","","","","N","","","","","","N","","","","","","","","3","","09"
"2016071644","05","2","1300 E POLAND AVE","","BESSEMER","PA","16112","MARTIN","7246677751","080000","","","","","N","","","","","","N","","A-00883390","","","","","","1","00105886","08"
"2016060337","03","7","1306 MAIN STREET","","CRESCENT","PA","15046","IRON CITY EXPRESS","7244572727","","","","","","N","","","","","","N","","","","","","","","2","00050842","09"
"2016001429","04","1","2211 OLD EARHART ROAD","","ANN ARBOR","MI","481052751","XPO LOGISTICS FREIGHT INC","7347571449","080000","","","","","N","","","","","","N","","","","","","","","1","00241829","08"
"2016114224","03","3","1801 FOURTH ST","","FREEDOM","PA","15042","PREST TRUCKING","7244626704","080000","","","","","N","","","","","","N","","","","","","","","2","00504403","08"
"2016007430","03","8","350 N ST PAUL ST","","DALLAS","TX","75201","GREYHOUND LINES INC","4123926526","037350","","","","","N","","","","","","N","","","","","","","","1","00044110","11"
"2016120133","05","1","500 CARL OLSEN ST","","MAPLETON","ND","58059","HOLLAND ENTERPRISES INC","8008002635","080000","","","","","N","","","","","","N","","","","","","","","2","00507308","08"
"2016086668","05","1","198 PARK PLAZA DR","175 CHARLOIS BLVD","WINSTON SALEM","NC","27105","SALEM LEASING CORP","","080000","","","","","N","","","","","","N","","","","","","","","1","00229354","08"
"2016019087","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4125665214","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2016063587","05","2","6017 EAST CALLA RD","","NEW MIDDLETON","OH","44442","VENEZIA HAULING INC","9999999999","080000","","","","","N","","","","","","N","","","","","","","","1","01079966","08"
"2016132025","02","4","9957 GRUBBS ROAD","","WEXFORD","PA","15090","TOWN OF MCCANDLESS","4123640616","042000","","","","","N","","","","","","N","","","","","","","","2","","03"
"2016105415","02","3","3208 MARY ST","","ARDARA","PA","15615","PNJ TRANSPORT","7243316491","018000","","","","","N","","","","","","N","","","","","","","","1","24113317","02"
"2016068793","99","99","10304 LINDBERG AVE","","PITTSBURGH","PA","15235","PICCOLINO LANDSCAPING LLC","9999999999","013500","","","","","N","","","","","","N","","","","","","","","4","","05"
"2016029033","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2016106770","03","7","226 RANKIN RD","","WASHINGTON","PA","15301","HAPCHUCK","7242226080","080000","","","","","N","","","","","","N","","","","","","","","2","00474626","09"
"2016028588","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-0097606","","","","","","1","","11"
"2016093277","03","3","808 N 161 ST EAST AVE","","TULSA","OK","74116","MELTON TRUCK LINES, INC","7706303395","080000","","","","","N","","","","","","N","","","","","","","","1","00034666","08"
"2016138921","03","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2016038441","04","4","PO BOX 148","","ELLWOOD CITY","PA","16117","AR OLIASTRO INC","9999999999","072000","","","","","N","","","","","","N","","","","","","","","1","00381085","04"
