"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2013075590","05","99","100 GILLINGHAM LN MD08","","SUGAR LAND","TX","77478","SCHLUMBERGER TECHNOLOGY CORP","5709556047","080000","","","","","N","","","","","","N","","","","","","","","1","00052767","06"
"2013028017","05","1","4402 SW 44TH STREET","","OKLAHOMA CITY","OK","73119","US XPRESS LEAAING","8002516291","080000","","","","","N","","","","","","N","","","","","","","","1","00303024","08"
"2013117754","99","99","602 BECKS RUN RD","","PITTSBURGH","PA","15210","PITT ELECTRIC","9999999999","","","","","","N","","","","","","U","","","","","","","","3","","99"
"2013128788","05","99","3200 INDUSTRIES ROAD","","RICHMOND","IN","47324","CON WAY FREIGHT","8004266929","080000","","","","","N","","","","","000165377","N","","A-00999999","","","","","","3","00241829","06"
"2013092519","05","1","1500 BLAINE STREET","","HELENA","MT","59601","WATKINS & SHEPARD LEASING LLC","8008240913","080000","","","","","N","","","","","","N","","","","","","","","2","00230991","08"
"2013099089","05","1","237 CRAGLE HILL ROAD","","SHICKSHINNY","PA","18655","DAWN BOWMAN","5704175548","080000","","","","","N","","","","","000260022","N","","","","","","","","1","00508627","08"
"2013004324","05","3","PO BOX 296 CURRIE ROAD","","PORTERSVILLE","PA","16051","MCCLYMONDS SUPPLY & TRANSIT CO.","7243688040","080000","","","","","N","","","","","000159918","N","","A-00105846","","","","","","1","00269478","08"
"2013078633","02","7","121 BRICKYARD RD","","MARS","PA","16046","VOGEL DISPOSAL SERVICE","7246251511","066000","","","","","N","","","","","","N","","","","","","","","1","00000485","03"
"2013068425","02","3","1500 N. MANTUA ST","","KENT","OH","44240","DAVEY TREE EXPERT CO","8004458733","","","","","","N","","","","","","N","","","","","","","","2","00093861","03"
"2013089377","03","4","221 ALLEGHENY AVENUE","","OAKMONT","PA","15139","CARD TRANSPORT LLC","7248879323","","","","","","N","","","","","","N","","","","","","","","2","01377857","04"
"2013089498","01","8","200 HAHN RD","","PITTSBURGH","PA","15209","FIRST STUDENT","4128210300","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2013058272","05","99","157 CADENZA CT","","LOUISVILLE","KY","40229","MICHAEL W HOUSE","8595527562","080000","","","","","N","","","","","","N","","","","","","","","1","02339455","08"
"2013119280","03","3","1 JOHN ST","","MCKEES ROCKS","PA","15136","RED DIAMOND TRUCKING","4127888989","","","","","","N","","","","","","N","","","","","","","","2","","04"
"2013008067","02","1","1313 STADIUM ST","","BERLIN","PA","15530","SNYDER OF BERLIN","4125842782","012000","","","","","N","","","","","999999999","N","","","","","","","","2","99999999","03"
"2013121633","05","1","755 BEECHNUT DRIVE","","PITTSBURGH","PA","15205","TALON LOGISTICS INC","4122813353","068000","","","","","N","","","","","","N","","","","","","","","1","00030237","08"
"2013032374","03","4","606 MCCORMICK AVE","","CONNELLSVILLE","PA","15425","STONE AND COMPANY INC","4126780100","026000","","","","","N","","","","","","N","","A-00115059","","","","","","2","00400780","04"
"2013010346","05","1","1280 BLUE KNOB RD.","","MARIETTA","OH","45750","R.O. WETZ TRANS. CO.","7403732472","080000","","","","","N","","","","","","N","","","","","","","","1","00103886","08"
"2013022543","06","1","PO BOX #10","","RUTHVEN","ON","N9E3N5","STINGER EXPRESS","5197966526","080000","","","","","N","","","","","","N","","","","","","","","1","00600146","08"
"2013039539","05","1","P.O. BOX 1119","","SPOTSYLVANIA","VA","22553","ALSOP TRUCKING INC","5408342118","","","","","","N","","","","","","N","","","","","","","","1","01425222","08"
"2013029022","05","3","1277 RED RUN RD","","STEVENS","PA","17578","LAMAR HUBER","8004228335","080000","","","","","N","","","","","","N","","","","","","","","2","01409885","08"
