"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2005152889","03","8","BEAVER ISLAND AVE","","PITTSBURGH","PA","15233","PORT AUTH ALLEGHENY COUNTY","4122551350","050600","","","","","N","","","","","","N","","","","","","","","2","","11"
"2005183256","05","1","6885 NW 25TH STREET","SUITE 3","MIAMI","FL","33122","J M TRANSPORTATION INC","8772558999","080000","","","","","N","","","","","000239427","N","","","","","","","","1","00516717","08"
"2005106928","05","1","PO BOX 183","","MT CRAWFORD","VA","228410183","CROSS KEYS LEASING","2076234128","054999","","","","","N","","","","","","N","","","","","","","","2","00390745","08"
"2005091354","05","1","161 SNAKE ROAD","","PETROLIA","PA","16050","JAMIE DAVIS","7249918348","","","","","","N","","","","","","N","","","","","","","","2","08892791","04"
"2005073640","03","1","2500 LOVI RD","","FREEDOM","PA","15042","ALLIANT FOODSERVICE","8005372275","067000","","","","","N","","","","","","N","","","","","","","","2","00076760","08"
"2006002280","99","6","3681 OHEMOS RD SUITE","500","OKEMOS","MI","48864","BAVARIAN MOTOR TRNSP LLC","8004484285","","","","","","N","","","","","000249434","U","","","","","","","","1","01271780","00"
"2005174366","05","3","14507 FRONTIER ROAD","","OMAHA","NE","68145","WERNER ENTERPRISES","8002192361","080000","","","","","N","","","","","","N","","","","","","","","2","00053467","08"
"2005155609","02","8","345 SIXTH AVE.","","PITTSBURGH","PA","152222527","PORT AUTHORITY","4125665500","039000","","","","","N","","","","","","","","A-00976060","","","","","","1","","11"
"2005155609","02","8","345 SIXTH AVE","","PITTSBURGH","PA","152222527","PORT AUTHORITY","4125665500","039000","","","","","N","","","","","","","","A-00976060","","","","","","2","","11"
"2005040292","02","8","345 6TH AVE","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","039000","","","","","N","","","","","009999999","","","A-00976060","","","","","","1","00999999","11"
"2005125139","99","99","798 EKASTOWN RD","","SARVER","PA","16055","WL ROENIGK INC","7243531515","","","","","","N","","","","","","N","","","","","","","","2","99999999","98"
"2005195666","99","99","715 W 172ND ST","","SOUTH HOLLAND","IL","60473","EAGLE EXPRESS LINE","9999999999","999999","","","","","N","","","","","","N","","","","","","","","4","","98"
"2006000965","05","1","5250 OLD MAUMEE RD","","FT WAYNE","IN","46803","PENSKE TRUCK LEASING","2164293639","080000","","","","","N","","","","","","N","","","","","","","","1","00327574","08"
"2005036677","02","8","345 6TH AVENUE","3RD FLOOR","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","026000","","","","","N","","","","","","","","A-00976060","","","","","","1","","11"
"2005010679","02","8","345 SIXTH AVE 3RD FL","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO.","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2005202139","00","1","122 IRWIN AVENUE","","MCKEES ROCKS","PA","15136","KENNY EDARD MARKS","","999999","","","","","N","","","","","","U","","","","","","","","1","","06"
"2005007265","03","3","5020 THOMS RUN ROAD","","OAKDALE","PA","15071","INDEPENDENT EQUIPMENT TRANSFER","4122213435","073280","","","","","N","","","","","000128410","N","","A-00109621","","","","","","1","00479580","09"
"2005116963","02","8","345 6TH AVE","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2005195690","05","3","115 SMITH","","MANSFIELD","OH","44901","SKYE TRUCKING","9999999999","080000","","","","","N","","","","","","N","","","","","","","","1","00016130","08"
"2005037302","99","99","311 CENTER ST","","MARTIN FERRY","OH","43935","HILL IDEAL LEASE LLC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2005005318","05","1","5800 NW 74 AVE","","DEERFIELD BEACH","FL","33442","TITAN NATIONWIDE TRUCKING","9999999999","080000","","","","","N","","","","","","N","","","","","","","","3","01219645","08"
"2005013600","02","4","560 HORNING ROAD","","BETHEL PARK","PA","15102","AMERICAN WATER COMPANY","4128511416","024800","","","","","N","","","","","999999999","N","","","","","","","","1","","03"
"2005403919","04","4","158 LINDSAY DR","","ZELIENOPLE","PA","16063","IA CONSTRUCTION CORP","7244528621","073280","","","","","N","","","","","","N","","","","","","","","2","00273896","04"
"2005157199","02","1","411  8TH AVENUE","","HOMESTEAD","PA","15120","GUARDIAN ANGEL AMBULANCE SVC","4124621400","","","","","","N","","","","","","N","","","","","","","","2","","02"
"2005088971","01","4","12245 FRANKSTOWN RD","","PGH","PA","15235","MUNICIPALITY OF PENN HILLS","4127982035","034700","","","","","N","","","","","","U","","","","","","","","2","","00"
"2005198620","05","1","73 INDUSTRIAL PKWY NUN4","","AURORA ONTARIO","ON","L4G4C4","VFS CANADA INC","8005655647","037000","","","","","N","","","","","0030S148C","N","","","","","","","","2","00681406","08"
"2005176157","02","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO","4125662566","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2005107601","06","1","104 W MOLER ST","","COLUMBUS","OH","43207","EVERETT W MILLER IDA TRUCKING","6144447904","080000","","","","","N","","","","","","N","","","","","","","","1","00513129","08"
"2005203987","00","8","4532 OLD WM PENN HWY","","MONROEVILLE","PA","15146","LAIDLAW TRANSIT INC","","999999","","","","","N","","","","","","N","","","","","","","","3","","10"
"2005200063","00","8","UNKNOWN ADDRESS","","UNKNOWN","ZZ","999999999","UNKNOWN CARRIER","","999999","","","","","N","","","","","","N","","","","","","","","2","","10"
"2005111231","03","4","101 ATLANTIC AVE","","ELIZABETH","PA","15037","ELIZABETH CASH & CARRY LUMBER","4123846570","073280","","","","","N","","","","","000000000","N","","A-00013466","","","","","","2","00000000","04"
"2005011014","02","8","345 SIXTH AVENUE 3RD FL","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2006023473","03","8","15110 DALLAS PARKWAY","","DALLAS","TX","75214","GREY HOUND LINES INC","8002312222","032000","","","","","N","","","","","","N","","","","","","","","3","00044110","11"
"2005151599","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","000000","","","","","N","","","","","","","","","","","","","","1","00000000","11"
"2005106496","05","6","10 TUNNEL HILL RD","PO BOX 436","HELENWOOD","TN","37755","LEONARD RIDENER","4235695915","","","","","","N","","","","","","U","","","","","","","","2","01186329","06"
"2005202783","00","8","301 CHURCH D","","BETHEL PARK","PA","15102","BETHEL PARK SCHOOL DISTRICT","","999999","","","","","N","","","","","","N","","","","","","","","2","","10"
"2005419100","03","3","P.O. BOX 365","","DELMONT","PA","15626","KIRK TRUCKING","7244688100","080000","","","","","N","","","","","000123375","N","","","","","","","","1","00088322","06"
"2005182759","02","8","345 SIXTH AVE. 3RD FL.","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEHENY","4125665500","","","","","","N","","","","","","","","","","","","","","1","00000000","11"
"2005198345","03","8","345 SIXTH AVE.","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2006009806","03","1","1000 FEDEX RD","","CORAOPOLIS","PA","15108","FEDEX GROUND TRANSPORT SYSTEM CO","8004633339","080000","","","","","N","","","","","","N","","","","","","","","1","00265752","08"
"2005175087","03","7","8418 NOBLESTOWN RD","","MCDONALD","PA","15057","EDMONDS TRUCKING","7249262119","026001","","","","","N","","","","","000176647","N","","A-00104954","","","","","","2","","04"
"2005043990","99","99","35005 MICHIGAN AV","","WAYNE","MI","48184","FLORIDA LEASCO","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","98"
"2005400862","03","1","924 S MORGAN RD","","OKLAHOMA CITY","OK","73128","CRST VAN EXPEDITED INC","8003668460","","","","","","N","","","","","","U","","","","","","","","1","00053773","06"
"2005087838","05","3","342 SCHUYLER AVE","","KEARNY","NJ","07032","KENTRAIL LEASING INC","8009220184","080000","","","","","N","","","","","","N","","A-00110164","","","","","","2","00024370","08"
"2005185630","99","1","220 WEST ST PO BOX 920","","POSTVILLE","IA","52162","BEST VALUE INC","6086047328","","","","","","N","","","","","","U","","","","","","","","1","","06"
"2005128617","03","99","206 WEAVERTOWN RD","","CANONSBURG","PA","15317","WEAVERTOWN TRANSPORTION INC","8007464850","064000","","","","","N","","","","","","N","","","","","","","","2","00207532","04"
"2005413265","02","8","345 6TH AVE.","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY CO.","4122551350","000000","","","","","N","","","","","999999999","N","","A-00999999","","","","","","1","99999999","11"
"2005185633","99","7","3001 RAILROAD ST","","PITTSBURGH","PA","15201","CITY OF PITTSBURGH","4122552779","099999","","","","","N","","","","","","N","","","","","","","","2","","09"
"2005124001","05","1","1 SONY DR","","PARK RIDGE","NJ","07656","HARVEY RAYMOND","8004621565","080000","","","","","N","","","","","","N","","","","","","","","1","00298800","08"
"2005125211","05","1","8417 MAHOGANY COURT","","LAREDO","TX","78045","INTERCON CARRIERS","9567257275","080000","","","","","N","","","","","000000154","U","","","","","","","","1","00621366","08"
"2005129353","05","1","160 VELTRI RD","WASHINGTON","WASHINGTON","PA","15301","VELTRI TRUCKING","7242289381","080000","","","","","N","","","","","","N","","","","","","","","1","99999999","08"
"2005174922","99","99","200 PENN AVENUE","","JENNETTE","PA","15644","PENN OXYGEN SUPPLY","4128371380","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2005100794","03","99","UNKNOWN","","UNKNOWN","ZZ","99999","HNI RISK SERVICES INC","8002288040","008000","","","","","N","","","","","","N","","","","","","","","1","","07"
"2005189931","04","3","2321 TODD RD","","ALIQUIPPA","PA","15001","SUPPLY CO","7243756637","073280","","","","","N","","","","","","N","","","","","","","","1","","04"
"2005073843","04","4","MADISON AVE PO BOX 532","","WEST ELIZABETH","PA","15088","LEWINTER TRANSFER CO","4123848420","073280","","","","","N","","","","","","N","","A-00049547","","","","","","1","","04"
"2005073843","05","4","MADISON AVE PO BOX 532","","WEST ELIZABETH","PA","15088","LEWINTER TRANSFER CO","4123848420","080000","","","","","N","","","","","","N","","A-00495478","","","","","","2","","08"
"2005128401","99","1","650 N MERIDIAN RD","","YOUNGSTOWN","OH","44509","FALCON TRANSPORT CO","9125543534","080000","","","","","N","","","","","","N","","","","","","","","1","00260165","08"
"2005050451","02","8","345 SIXTH AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEG CO","4125665500","000000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2005185661","03","1","14507 FRONTIER RD","","OMAHA","NE","68145","WERNER ENTERPRISES","9999999999","","","","","","N","","","","","","N","","A-00075751","","","","","","1","00053467","08"
"2005192425","03","3","RT2 BX 131A","","MINCO","OK","73059","ABSOLUTE DELIVERY SERVICE","4056043141","080000","","","","","N","","","","","000438590","U","","","","","","","","2","01049493","09"
"2005100798","02","8","345 6TH AVE","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2005049158","02","8","345 6TH AVENUE","3RD FLR","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2005128351","03","0","4100 S. COUNCIL","","OKLAHOMA CITY","OK","73179","J.B. HUNT TRANSPORT","8008488791","999999","","","","","N","","","","","","N","","","","","","","","2","","07"
"2005124480","99","1","211 OVERLOOK DR","","SEWICKLEY","PA","15143","CD LEASING INC","9999999999","080000","","","","","N","","","","","","N","","","","","","","","2","99999999","08"
"2005037430","03","1","5250 OLD MAUMEL RD","","FORT WAYNE","IN","46803","PENSKE TRUCK LEASING CO","3045643916","080000","","","","","N","","","","","","U","","","","","","","","2","00327574","08"
"2005128765","03","3","7695 BOND ST","","GLEN WILLOW","ON","44139","ACME CONSTRUCTION CO INC","4402327474","058000","","","","","N","","","","","","N","","","","","","","","1","00657491","04"
"2005184632","02","8","ROUTE 910 INDIANOLA","","INDIANOLA","PA","15051","LAIDLAW TRANSIT","7242260107","999999","","","","","N","","","","","","N","","","","","","","","2","","11"
"2005193845","00","1","17 FERRY STREET","","LEETSDALE","PA","15056","AUGUST TRANSPORT INC","7242510500","080000","","","","","N","","","","","","N","","A-00111974","","","","","","2","00569613","05"
"2005153330","02","1","127 EAST SEVENTH AVENUE","","HOMESTEAD","PA","15120","BEV O MATIC CO.","4124616400","014510","","","","","N","","","","","","N","","","","","","","","1","00132504","03"
"2005177230","03","1","ROUTE 10 GREEN HILLS","","READING","PA","19603","PENSKE TRUCK LEASING CO LP","7247879864","065000","","","","","N","","","","","","N","","","","","","","","2","00327574","08"
"2005084955","05","1","5036 JULIA LANE","1243 THOMPSON AVE.","MCKEES ROCKS","PA","15136","GRIMM MOTOR EXPRESS INC","4123315554","080000","","","","","N","","","","","000096899","N","","A-00111048","","","","","","1","00497257","08"
"2005052505","05","1","5141 YVONNE WAY","","SACARMENTO","CA","95823","NAGRA TRUCKING COMPANY","9164271207","080000","","","","","N","","","","","","U","","","","","","","","1","01287662","08"
"2006005445","99","3","1200 BUTLER RD","","FREEPORT","PA","16055","FREEPORT TRANSPORT INDUSTRIES IN","9999999999","073280","","","","","N","","","","","","N","","","","","","","","2","","09"
"2005104830","05","1","PO BOX 857","","AUGUSTA","ME","04332","N & S TRUCK LC","5404344811","080000","","","","","N","","","","","","N","","","","","","","","1","00084352","08"
"2005120368","04","4","114 VICTORY LANE","","LEETSDALE","PA","15056","JEM TRUCKING","4123773974","073280","","","","","N","","","","","999999999","N","","","","","","","","2","","04"
"2005120525","05","1","1385 MANOR DR","","SALEM","OH","44460","NORTHERN STEEL TRANSPORT","8004720136","080000","","","","","N","","","","","","N","","","","","","","","1","00742006","06"
"2005052711","02","8","1061 MAIN ST","","N HUNTINGDON","PA","15642","LAIDLAW TRANSIT","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","11"
"2005094393","03","1","5025 NORTH KILL ROAD","","DELPHOS","OH","45833","D&D TRUCKING SERVICES","8005437962","080000","","","","","N","","","","","000268830","N","","","","","","","","1","","08"
"2005411826","05","3","400 KECK ST P O BOX 430","","SEWARD","PA","15954","C TRUCKING CO INC","8144464441","080000","","","","","N","","","","","000143801","N","","A-00100693","","","","","","2","00153516","08"
"2005417643","03","7","200 RANGOS LANE","","WASHINGTON","PA","15301","WASTE MANAGEMENT OF PA INC","7242284200","073280","","","","","N","","","","","","N","","","","","","","","2","00344050","04"
"2005172298","04","5","2220 SECOND AVE","","PITTSBURGH","PA","15219","ARROW CONCRETE","4124316001","073280","","","","","N","","","","","","N","","A-00120975","","","","","","2","00235505","04"
"2005121547","05","3","PO BOX 400","","MONACA","PA","15061","PGT TRUCKING INC","7249871604","080000","","","","","N","","","","","000155377","N","","","","","","","","1","00192897","08"
"2005416924","02","1","3555 VALLEY DRIVE","","PITTSBURGH","PA","15234","TWOMENANDATRUCK","4128811111","026000","","","","","N","","","","","","N","","","","","","","","2","13189239","03"
"2005408342","99","7","440 GRANT STREET","","PITTSBURGH","PA","15219","CITY OF PITTSBURGH","9999999999","064740","","","","","N","","","","","","N","","","","","","","","1","99999999","05"
"2005011093","04","4","PO. BOX#296","","PORTERSVILLE","PA","16051","MCCLYMONDS SUPPLY COMPANY","7243688040","073280","","","","","N","","","","","000182636","N","","A-00105846","","","","","","2","00269478","04"
"2005418862","02","8","4900 CURRY RD","","PITTSBURGH","PA","15236","BALDWIN WHITEHALL SCHOOL DIST","4128857595","","","","","","N","","","","","","N","","","","","","","","2","00000000","11"
"2005097473","05","1","KBS ROAD","PO BOX 7","THOMASVILLE","PA","17364","KBS INC","7177921800","080000","","","","","N","","","","","000152474","N","","A-00095496","","","","","","1","00246079","08"
"2005003017","02","99","625 LIBERTY AVEUNE","","PITTSBURGH","PA","15222","GELCO CORPORATION","7248572147","009900","","","","","N","","","","","","N","","","","","","","","1","00000000","98"
"2005209786","00","8","1061 MAIN ST","","N HUNTINGDON","PA","15642","LAIDLAW TRANSIT INC","","999999","","","","","N","","","","","","N","","","","","","","","1","","10"
